id,caption_type,caption_character_length,caption,word_count,hashtag_count,duration_sec,post_date,post_time,post_url,media_type,views,reach,likes,shares,comments,saves,follows,engagment_raw,engagement_rate,engagement_per_reach,save_rate,share_rate,readability_flesch,readability_fk_grade,positive,negative,sentiment_score,cta_present,cta_count,day_of_week
336,Event Content,276,"We are stoked that @versacesavatgy17 has joined the @firepower_honda team to race their CRF450R fitted with @odi_moto handlebars and grips in @fimwsx & @supercrosslive & @amasupercross 
 
 #odigrips #odi #grips #firepowerhonda #sx #mx #moto #supercross #motocross #honda #js17",39,11,69,2024-09-25,2:26,https://www.instagram.com/reel/DAVb1ZYugBp/,reel,5158,4098,546,1,2,7,13,556,0.1357,0.1357,0.0017,0.0002,-5.141428571,22.67142857,0,0,0,0,0,Wednesday
337,Event Content,103,"@deanwilson15 with a cheeky lap of the Las Vegas SX Track 🤩 
 
 #odigrips #sx #honda #moto #supercross",19,5,90,2024-09-21,5:35,https://www.instagram.com/reel/DALeiWBs5NC/,reel,9938,7432,657,3,1,3,1,664,0.0893,0.0893,0.0004,0.0004,55.21529412,9.781176471,0,0,0,0,0,Saturday
338,Event Content,149,"One of the best BMX riders around today @dennisenarson also kills it on his @haro.bicycles dirt jumper! 😎
 
 #odigrips #odi #grips #dirtjump #trails",24,5,8,2024-09-20,7:02,https://www.instagram.com/reel/DAJDxj8s9Rm/,reel,9879,6900,583,4,3,4,3,594,0.0861,0.0861,0.0006,0.0006,53.655,8.756666667,1,2,-1,0,0,Friday
339,Other,1546,"ODI MX V2 Lock-On; EMIG 2.0 Grip
 
 EMIG 2.0 V2 Lock-On Grip Set
 NO GRIP – NO GLORY! Juara Motocross Nasional dan Supercross 5 Kali itu kembali mengalahkan dirinya sendiri. Mengembangkan kembali favorit sepanjang masa menjadi lebih baik dan diproduksi untuk memberi Anda pengalaman berkendara yang lebih menakjubkan!
 1. Senyawa durometer sedang untuk kenyamanan & daya tahan
 2. Tonjolan tinggi untuk meningkatkan daya cengkeram dan traksi yang lebih baik
 3. Pola wafel artikulasi menghasilkan traksi jari yang luar biasa
 4. Branding Tonal Micro-ribbed, dengan Logo JEFF EMIG yang kontras
 5. Diameter lebih besar 30,75, untuk peredam lebih banyak pada moto panjang
 6. Jalur warna yang menakjubkan, cocok dengan Sepeda Motorcross & Off-Road paling populer
 7. Dirancang agar sesuai dengan Kontrol Stang Ukuran 7/8”.
 8. Panjang Pegangan 110mm / panjang keseluruhan 125mm dengan Penjepit
 9. Sistem Penguncian ODI V2, mencakup 6 Throttle Cams; B, C, D, J, K & M
 
 Detail Produk
 - Kinerja 100% Bebas Slip Dijamin
 - Dirancang agar sesuai dengan Kontrol Stang Ukuran 7/8”.
 - Lock-On Grip memudahkan pemasangan dan pelepasan
 - Allen 3mm memastikan pemasangan yang kokoh dan bebas putaran tanpa menunggu lem mengering
 - Tidak diperlukan kabel pengaman berarti masa pakai pegangan lebih lama, bahkan saat terjadi tabrakan
 - Knockout Mudah Berakhir untuk Mengakomodasi Handguard Full-Wrap
 - Tabung Throttle disertakan dengan Throttle Snap-On agar sesuai dengan sebagian besar sepeda MX modern
 
 HARGA : Rp.550.000
 
 Whatsapp : 081224369199",235,0,0,2024-09-18,1:51,https://www.instagram.com/p/DADWwo_RFtG/,image,5674,4120,74,3,0,0,0,77,0.0187,0.0187,0.0000,0.0007,17.07794053,14.9053776,2,3,-1,0,0,Wednesday
340,Other,429,"ODI X TASCO 
 
 For the past several years, ODI has been our go-to choice for grips, whether it’s for our Bikes, Moto’s, or Jet Skis. Their brand image, their product quality, and the feel of the grips just seems to put them ahead in the grip game. So when they approached us with the opportunity to collaborate with them, it was a no-brainer. TASCO x ODI - 2 of the best brands to trust for your life behind bars.
 
 #tascostoke",83,1,0,2024-09-18,9:03,https://www.instagram.com/p/DAEIMcNOXI7/,carousel,7733,4532,177,16,4,0,0,197,0.0435,0.0435,0.0000,0.0035,71.39236111,8.332191358,2,0,2,0,0,Wednesday
342,Event Content,425,"POV we made it to September ❤️‍🔥 
 9 of 12 months… 2024 has been such an incredible year!!
 
 Thanks to all my team who has made this one such a success!! 
 
 #mtb #mountainbike #sport #olympics #2024olympics #slopestylemtb #trekbikes #knobbynation #ride #sportmotivation #cycling #adrenalinecrew #pov #australia #mtblove #events #pr #broadcast #feildreporting #instagramreels #mashup #motivation #cyclinglife #mountainbiker",59,24,46,2024-09-17,18:17,https://www.instagram.com/reel/DAChOFaKabN/,reel,45096,29579,1632,36,27,0,0,1695,0.0573,0.0573,0.0000,0.0012,22.1030303,14.73090909,2,0,2,0,0,Tuesday
341,Event Content,380,"@slr_honda WINS the BAJA 400 Pro Moto Unlimited section using ODI bars and grips! @jmorgan403 rode the first half of the race with an excellent example of baja-savvy skill. Justin handed over to @tylerlynn222 with a healthy lead and his team mate continued along the same vein riding seamlessly to first place🥇
 
 #odigrips #odi #grips #slrhonda #honda #baja400 #moto #handlebars",61,8,0,2024-09-17,8:46,https://www.instagram.com/p/DABhiKjyjBR/,carousel,5948,3996,144,2,0,0,1,146,0.0365,0.0365,0.0000,0.0005,50.77123656,11.31193548,7,0,7,0,0,Tuesday
343,Event Content,693,"Another PODIUM LOCKOUT for ODI Grips! The historic first UCI Enduro World Championships took place in Val di Fassa, Trentino and the Top 3 riders all run ODI Grips. Alex Rudeau took the Gold Medal🥇and claim the coveted World Champion striped jersey 🌈 
 
 Alex was joined on the podium by fellow Commencal Enduro Project rider Louis Jeandel who took home Silver🥈. 
 
 Rounding off the top 3 was the Yeti Cycles and 2024 World Cup Champion Richie Rude who rode his way to the Bronze Medal🥉
 
 @alexrudeau @louisjeandel @richie_rude1 @uci_mtbworldseries @yeticycles 
 
 📷 @davetrumporephoto / @svenmartinphoto
 
 #odigrips #worldchampion #grips #odi #ucienduroworldchampionships #enduro #mtb",109,7,0,2024-09-16,8:28,https://www.instagram.com/p/C_-6lQ2yUdr/,carousel,3246,1823,115,0,0,0,0,115,0.0631,0.0631,0.0000,0.0000,25.88730769,16.10769231,5,1,4,0,0,Monday
344,Athlete Content,146,"Alex Rudeau UCI Enduro World Champion 🥇🌈 
 
 @commencalenduroproject @commencalbikes @alexrudeau 
 
 #odigrips #mtb #worldchampion #ucimtb #bike",19,5,0,2024-09-16,7:50,https://www.instagram.com/p/C_-2PjXyPLx/,carousel,7241,4097,363,6,1,1,0,371,0.0906,0.0906,0.0002,0.0015,-36.7675,22.3625,1,0,1,0,0,Monday
345,Event Content,300,"@alexrudeau is the first ever Elite Men's UCI Enduro World Champion🥇🌈 and is joined on the podium by @louisjeandel🥈 and @richie_rude1🥉 making it a clean sweep for ODI Grips 😎 
 
 @commencalenduroproject @yeticycles @uci_mtbworldseries @commencalbikes 
 
 #odigrips #worldchampion #commencalbikes",41,3,67,2024-09-16,8:53,https://www.instagram.com/reel/C_-9YLEyBM2/,reel,5748,4555,481,1,1,4,15,487,0.1069,0.1069,0.0009,0.0002,-12.23365854,25.15121951,3,0,3,0,0,Monday
346,Event Content,421,"🎥 RIDGELINE V: RESISTANCE is now LIVE! @gee_atherton latest edit in the series takes him to Switzerland🇨🇭to produce another must-see film. Watch now on Gee’s YouTube channel. 
 
 In these critical situations Gee relies on his equipment not to fail, so he chooses ODI Longneck v2.1 Lock-On grips to hold onto as our system is the most secure available. 
 
 #odigrips #odi #grips #geeatherton #athertonbikes #mtb #lockon",69,7,34,2024-09-10,8:54,https://www.instagram.com/reel/C_vgHV-srC1/,reel,2814,2325,219,1,1,1,13,222,0.0955,0.0955,0.0004,0.0004,48.32625,10.80416667,2,3,-1,1,1,Tuesday
347,Product Marketing,222,"The @gee_atherton adventure continues... Ridgeline V: Resistance dropping TOMORROW!
 
 Expect another jaw-dropping epic with almost impossible lines and stunning locations! 
 
 #athertonbikes #builtdifferent #mtb #odigrips",27,4,0,2024-09-09,3:40,https://www.instagram.com/p/C_sYI-VsA8Q/,image,3386,2457,146,1,1,0,0,148,0.0602,0.0602,0.0000,0.0004,-5.93275,15.6395,1,2,-1,0,0,Monday
350,Athlete Content,169,"The best way to handle our YZ’s is with @odigrips 
 
 @odi_moto
 
 #teamyamahaeuropemjc #MJC #Yamaha #YamahaRacing #GYTR #YZ #YZ125 #MonsterEnergy #Monster #Odi #Odimoto",25,11,0,2024-09-08,6:24,https://www.instagram.com/p/C_qGBMfNKyw/,carousel,17174,8594,1049,2,0,0,0,1051,0.1223,0.1223,0.0000,0.0002,-3.922272727,19.27181818,1,1,0,0,0,Sunday
351,Athlete Content,161,"@whytebikes bike check 😍 
 
 @odigrips 
 @renthal_cycling 
 @halowheels 
 @conti_mtb 
 @fast.suspension 
 @odigrips_uk 
 @lewisbike_official 
 @submissioncycles",21,0,74,2024-09-08,11:29,https://www.instagram.com/reel/C_qoNlOOXyS/,reel,31550,22164,1636,5,24,0,0,1665,0.0751,0.0751,0.0000,0.0002,-60.16,24.88,0,0,0,0,0,Sunday
348,Event Content,220,"@myriam_nicole WINS in Loudenvielle🇫🇷 Myriam negotiated the tough conditions to take the Elite Women’s 🥇 at Round 6 of the UCI Mountain Bike World Series DHI 🏆 
 
 #odigrips #odi #grips #mtb #dhmtb #worldseries #bike",36,7,10,2024-09-08,9:09,https://www.instagram.com/reel/C_qYUGmsUdZ/,reel,4886,3428,374,33,3,2,5,412,0.1202,0.1202,0.0006,0.0096,23.86428571,18.62571429,3,0,3,0,0,Sunday
349,Event Content,245,"@max_alran_5 makes it a double for @commencal_mucoff adding to @myriam_nicole success by taking the Junior Men’s WIN in Loudenvielle at Rd 6 of the UCI Mountain Bike World Series DHI 🏆
 
 #odigrips #odi #grips #mtb #dhmtb uci #bike #worldseries",40,7,50,2024-09-08,9:16,https://www.instagram.com/reel/C_qZW-5MbKg/,reel,6987,5548,847,2,0,5,14,854,0.1539,0.1539,0.0009,0.0004,21.91153846,19.89179487,2,0,2,1,1,Sunday
352,Event Content,161,"@richie_rude1 WINS🥇the 2024 Elite Men’s Enduro World Cup Series 🏆 and retains his title 🤩
 
 #odigrips #makepodiumsnotexcuses #odi #grips #enduromtb #chanpion",22,6,0,2024-09-06,13:22,https://www.instagram.com/p/C_lsT-COhXO/,image,3443,2674,137,1,1,0,0,139,0.0520,0.0520,0.0000,0.0004,17.96826087,16.46695652,2,0,2,0,0,Friday
354,Event Content,256,"It’s pretty gnarly out there 🫣
 Junior racer @lukewayman1 put down an insane practice run this morning in some of the hardest conditions of the year at the Loudenvielle World Cup! Head to the homepage now for the full course preview presented by @odigrips",44,0,24,2024-09-06,9:41,https://www.instagram.com/reel/C_lSXB9oG2U/,reel,234805,162343,15277,384,18,0,0,15679,0.0966,0.0966,0.0000,0.0024,53.75954545,11.22636364,1,1,0,0,0,Friday
353,Event Content,138,"@hatt1e_harnden WINS🥇the 2024 Elite Women’s Overall Enduro World Cup Series title!🏆 
 
 #odigrips #odi #grips #enduromtb #ucimtbworldcup",18,5,78,2024-09-06,11:43,https://www.instagram.com/reel/C_lgf_JuXuN/,reel,3295,2694,263,0,1,2,4,266,0.0987,0.0987,0.0007,0.0000,27.9925,11.715,2,0,2,0,0,Friday
355,Athlete Content,44,@georgiaastle has so much flow and style! 🤩,8,0,25,2024-09-05,2:41,https://www.instagram.com/reel/C_h-KqYsfum/,reel,4189,3154,424,1,2,0,3,427,0.1354,0.1354,0.0000,0.0003,90.95857143,2.311428571,0,0,0,0,0,Thursday
356,Event Content,387,"ODI CF Grips Pro Men Podium Sweep at the USA BMX Derby City Nationals Rd 2 on Saturday: 
 
 1st: Cameron Wood
 2nd: Izaac Kennedy
 3rd: Jeremy Smith 
 
 CF v2.1 Lock-On Grips have been developed with input from legendary BMX racer and Olympic Gold Medalist Connor Fields so go and check them out on the ODI website. 
 
 #odigrips #odi #cashforpodiums #bmx #racebmx #makepodiumsnotexcuses",68,6,0,2024-09-04,8:11,https://www.instagram.com/p/C_f_KTysRQc/,image,7644,6600,155,2,1,1,0,159,0.0241,0.0241,0.0002,0.0003,-3.481428571,29.39587302,2,0,2,0,0,Wednesday
357,Athlete Content,364,"Grandpa 2 Earl is live on YouTube! @deanwilson15 knew Earl 1 was going to be near impossible to beat and sequels are usually not as good, but he figured he would do another one anyways 🤩Have fun with it! 
 
 Remember, our bars and grips are used and endorsed by Grandpa Earl so you should be using them too! 
 
 #odigrips #grips #moto #mx #motocross #grandpaearl2",68,6,0,2024-09-02,12:47,https://www.instagram.com/p/C_bVH6cu2hx/,carousel,9485,5360,387,10,4,7,0,408,0.0761,0.0761,0.0013,0.0019,67.99663462,7.812115385,3,1,2,0,0,Monday
358,Other,34,Beautiful sunset in Bosa Marina 🌅,6,0,11,2024-08-31,0:32,https://www.instagram.com/reel/C_U2sh8Mt3Y/,reel,3394,2421,339,1,7,0,0,347,0.1433,0.1433,0.0000,0.0004,31.545,10.35,1,0,1,0,0,Saturday
360,Event Content,160,"WORLD CHAMPION 🌈🏆 @lorisvergier is the 2024 Men’s Elite Downhill UCI WORLD CHAMPION 🥇
 
 #odigrips #odi #grips #worldchampionships #worldchampion #uci #dhmtb",22,7,0,2024-08-31,7:41,https://www.instagram.com/p/C_Voh16sptw/,carousel,13682,9669,1086,9,4,6,4,1105,0.1143,0.1143,0.0006,0.0009,26.84136364,14.98090909,3,1,2,0,0,Saturday
359,Athlete Content,89,"@sem_kok by @woozybmx in @bmxcologne 🇩🇪 
 
 #odigrips #bmx #grips #odi #skatepark #bowl",14,6,49,2024-08-31,1:25,https://www.instagram.com/reel/C_U9WffucAo/,reel,9836,7963,401,20,5,4,11,430,0.0540,0.0540,0.0005,0.0025,46.605,9.74,0,0,0,0,0,Saturday
361,Athlete Content,238,"@thomasgenon has got to be one of the most stylish trails riders on the planet! 🌎 Here is a full run follow edit to get you hyped to ride (and dig) at the weekend! 
 
 📹 @hectorcvsh 
 
 #odigrips #odi #grips #trails #mtb #dirtjump #bike",47,7,44,2024-08-30,3:24,https://www.instagram.com/reel/C_Sl-HlsXOQ/,reel,4240,3023,355,3,0,3,2,361,0.1194,0.1194,0.0010,0.0010,78.17503876,5.91627907,1,0,1,1,1,Friday
362,Athlete Content,298,"2024 JUNIOR DH WORLD CHAMPION 🌈🏆 @asavermette puts ODI on the top step of the podium once again! The @frameworksracing rider will wear the coveted rainbow stripes for the next 12 months 😎 Congratulations from all of us at ODI Grips 🙌 
 
 #odigrips #worldchampion #frameworksracing #grips #dhmtb",49,5,11,2024-08-29,8:00,https://www.instagram.com/reel/C_QghEbMBOb/,reel,39027,25443,3003,12,4,10,168,3029,0.1191,0.1191,0.0004,0.0005,41.475,13.43666667,3,0,3,0,0,Thursday
363,Athlete Content,109,"DAY TWO ❤️‍🔥
 
 #1 - @charlie_hatton1 
 #3 - @andreas.kolb66 
 
 PC @mediamoni 
 
 #athertonbikes
 #dh
 #mtb",20,5,0,2024-08-28,11:17,https://www.instagram.com/p/C_OS6MKCeCv/,carousel,16708,10027,1416,0,2,0,0,1418,0.1414,0.1414,0.0000,0.0000,30.94769231,12.17230769,0,0,0,0,0,Wednesday
364,Event Content,243,"DH World Championships Privateer Course Preview presented by @odigrips 
 Newly minted Junior European champion @ella.svegby riding for Sweden and the Privateer Project, lights up the track in Andorra ahead of the 2024 DH World Championships 🌈",37,0,26,2024-08-28,6:22,https://www.instagram.com/reel/C_NwpAuotdW/,reel,155829,107412,8330,36,17,0,0,8383,0.0780,0.0780,0.0000,0.0003,13.79891892,20.52648649,1,0,1,0,0,Wednesday
365,Athlete Content,381,"Cody Webb is your 2024 Red Bull Street Rhythm winner in downtown Nashville, TN. Unfortunately the @shercousa_official rider had to go against teammate Cooper Abbott in the quarterfinals. The boys put on an amazing show for the crowd. Next up is the Red Bull Tennessee Knockout this weekend at the Trials Training Center.
 
 📷 @jennygkeller 
 
 #odigrips #mx #trials #sherco #grips",63,5,0,2024-08-24,0:33,https://www.instagram.com/p/C_C19PDMg-O/,carousel,5037,2921,228,0,2,0,2,230,0.0787,0.0787,0.0000,0.0000,54.84,9.336666667,2,1,1,0,0,Saturday
367,Athlete Content,102,"@charlie_hatton1 reigning World Champs bike 😮‍💨
 
 #athertonbikes
 #athertonracing 
 #builtdifferent",11,3,0,2024-08-23,8:20,https://www.instagram.com/p/C_BGpQ5iw2y/,carousel,72495,41517,6188,6,9,0,0,6203,0.1494,0.1494,0.0000,0.0001,-27.9,19.38666667,0,0,0,0,0,Friday
366,Athlete Content,253,"Yes we make awesome watercraft grips too! In both Lock-On and Single Ply versions. Check out these @sold.outco racing jet skis kitted out with ODI grips🤩 Head on over to our website to see the whole range. 
 
 #odigrips #odi #grips #lockongrips #jetski",44,5,0,2024-08-23,7:05,https://www.instagram.com/p/C_A-CKbszvx/,carousel,7865,5003,309,0,4,7,3,320,0.0640,0.0640,0.0014,0.0000,73.17,6.78,1,0,1,1,1,Friday
368,Event Content,1061,"""MOUNTAINS OF MYTHOLOGY"" a new film from Adidas FiveTen with Thomas Genon.
 
 “I’m guessing most people wouldn’t see my name and think of a big adventure rider. Ive spent most of my career competing in freeride and slopestyle events. The truth is I love all forms of mountain biking and an adventure like this lets me ride, hike and explore the most amazing places and challenge myself in a new way. Who better to bring along for the ride than Brendog, I cant recommend Greece enough” – @thomasgenon
 
 Join Thomas Genon and Brendan Fairclough as they take on an epic multi-day adventure through the untapped mountains of Greece in ""Mountains Of Mythology"". Thomas and Brendan are no strangers to the world of freeride but for their latest project they took on one of their biggest adventures yet as they toured the mythological mountains of Greece in many locations including Munti Smolikas, Dotsiko, the Monasteries of Meteoras and more.
 
 Watch Now: Link In Bio 
 
 @adidasfiveten 
 #odigrips #adidasfiveten #thomasgenon #mtb #greece #mythology #freeridemtb",177,7,20,2024-08-22,7:58,https://www.instagram.com/reel/C--fNPPPA4f/,reel,3248,2711,257,2,3,1,20,263,0.0970,0.0970,0.0004,0.0007,43.01894737,13.32778613,6,0,6,1,4,Thursday
369,Product Marketing,271,"NEW color for our best-selling Half-Waffle MX v2 Lock-On grips! 🟣 We've added purple to the line up of the ultimate Motocross grip for control and traction!
 
 Discover More → Link In Bio
 
 #odigrips #odi #mx #moto #lockongrips #grips #motocross #supercross #sx #purple",45,10,0,2024-08-16,7:41,https://www.instagram.com/p/C-vAoK3vSqX/,image,8712,7081,383,41,8,10,6,442,0.0624,0.0624,0.0014,0.0058,58.85427536,8.859565217,2,0,2,1,2,Friday
370,Athlete Content,241,"We have both the Pro-Women’s and Pro-Men’s Big Mountain Enduro National🇺🇸Champions as @porshamurdock and @nikolasnestoroff win their respective category 🏆🏆 
 
 Congratulations to both of them 👏👏
 
 #odigrips #odi #grips #enduromtb #mtb",34,5,6,2024-08-15,7:32,https://www.instagram.com/reel/C-saTuIMNt2/,reel,2162,1253,81,0,1,1,0,83,0.0662,0.0662,0.0008,0.0000,16.08540541,20.20756757,2,0,2,1,1,Thursday
371,Athlete Content,282,"Ain’t nothing like home they say 👌
 FPV has been quite the addition to filming 🎬
 
 @bikeonscott @kendabicycle_eu @odigrips @crankbrothers @shimanomtb @syncrosbike 
 @ibexaerialworks 🎬
 
 #mtb #drone #mountainbike #mountainbiking #enduro #tia #helderbergtrails #capetown #cycling",36,9,16,2024-08-15,8:28,https://www.instagram.com/reel/C-shLrYIpZD/,reel,4256,2984,183,8,0,0,0,191,0.0640,0.0640,0.0000,0.0027,-11.24181818,23.02545455,1,0,1,0,0,Thursday
372,Athlete Content,590,"Enter to win my Ultimate Loretta Lynn’s giveaway!!! 
 
 Go to MX Locker, click on the contest banner, then get yourself entered to win ONE or ALL of these great prizes! 
 
 •ODI EMIG PRO V2 lock-on grips & RC4 Podium Flight bars
 
 •Webig Moto Gearset
 
 •Viral + EMIG goggles
 
 •Ryno Power Gold Medal package sports supplements 
 
 •Slacker digital sag scale
 
 $100 Munn Racing gift certificate
 
 $100 MX Locker gift certificate 
 
 Follow and repost this!
 
 @mxlocker 
 @odigrips 
 @webigmoto 
 @viral_brand 
 @rynopower 
 @slackerusa 
 @munnracing 
 
 @lorettalynnmx 
 #lorettalynnmx",105,1,28,2024-08-01,15:58,https://www.instagram.com/reel/C-JQEIlhcyz/,reel,13867,9453,616,8,11,0,0,635,0.0672,0.0672,0.0000,0.0008,36.46285714,13.39047619,4,1,3,1,5,Thursday
373,Athlete Content,397,"It’s a DOUBLE as @georgiaastle and @richie_rude1 make it a 🥇🥇 for ODI at @crankworx as they WIN the gruelling Garbanzo Downhill 👏 in the Elite Women and Elite Men categories respectively 🤩 Over 12 minutes of tough downhill racing so they are both glad for the vibration damping properties of our grip material! 
 
 #odigrips #crankworx #mtb #dhmtb #canada #whistler #bike #winning #downhillmtb",65,9,16,2024-07-24,2:34,https://www.instagram.com/reel/C9zOunXsQkZ/,reel,2118,1294,56,0,0,1,0,57,0.0440,0.0440,0.0008,0.0000,32.914375,16.618125,6,3,3,1,1,Wednesday
374,Event Content,145,"Windy day time table - keep your wheels on the ground 🛣️ 
 @mtbkatie 📸 
 
 @cllctv_mtb @fisthandwear @odigripsau #mycanyon #cllctvmtb #fistarmy",23,3,14,2024-07-24,0:58,https://www.instagram.com/reel/C9zDP7CChpw/,reel,9114,5184,504,2,9,0,0,515,0.0993,0.0993,0.0000,0.0004,49.51842105,11.07263158,0,0,0,0,0,Wednesday
375,Athlete Content,278,"We are stoked to announce that @johannajackson_ is joining the #ODIFamily 🤘the @forbiddenbikecompany rider has always chosen ODI Grips so it’s great to be able to support a fan 😎 
 
 📷 @keilanguild.photo 
 
 #odigrips #canada #odi #grips #mtb #bike #forbiddenbikes #sponsored",44,9,28,2024-07-22,7:46,https://www.instagram.com/reel/C9uovDNMNcj/,reel,9225,6241,264,4,6,3,2,277,0.0444,0.0444,0.0005,0.0006,3.062142857,23.26619048,2,0,2,0,0,Monday
376,Athlete Content,317,"@reedboggs new 🎥 “FORMULATION” is now Live! Go watch it - Link in Reed’s Bio or on @pinkbike 
 
 Random Fact: What do Reed Boggs and @fmdracing rider @tahneeseagrave have in common? 
 
 Answer: They both run ODI Mtb “O” Single-ply Grips! 
 
 #odigrips #makepodiumsnotexcuses #mtb #grips #pinkbike #film #epic #riding",54,8,12,2024-07-19,3:39,https://www.instagram.com/reel/C9mej0NsGo8/,reel,9257,6998,813,10,5,3,27,831,0.1187,0.1187,0.0004,0.0014,55.4175,8.510833333,0,0,0,0,0,Friday
377,Athlete Content,125,"The reign of the most dominant athlete in BMX history continues. They won't even know what hit them.
 
 Photos: @st3vediamond",21,0,0,2024-07-17,19:35,https://www.instagram.com/p/C9jCc0PviOT/,image,4602,3648,137,3,2,0,0,142,0.0389,0.0389,0.0000,0.0008,68.93833333,5.3,0,0,0,0,0,Wednesday
378,Athlete Content,190,Don’t let the silence fool ya…this is a wiiiilld rail ride gap firecracker. @demarcuspaul just makes it look casual…. Swipe through for photos. Deemo runs our Longneck SLX. 🤝🤝 #bmx #ourbmx,31,2,0,2024-07-16,18:47,https://www.instagram.com/p/C9gYMnLPJ9W/,carousel,28909,18044,2235,36,87,25,19,2383,0.1321,0.1321,0.0014,0.0020,77.74272727,5.148484848,0,3,-3,0,0,Tuesday
380,Other,2,👯,1,0,0,2024-07-10,7:12,https://www.instagram.com/p/C9Pr5wBMqK3/,carousel,8072,4848,527,1,6,0,0,534,0.1101,0.1101,0.0000,0.0002,NA,NA,0,0,0,0,0,Wednesday
379,Athlete Content,201,"Want to claim one of five Wildcard entries to @reece_wallace RW Invitational comp? Check out Reece’s original post and good luck 🤞 
 
 #RWwildcard #canada #backyardtrails #trails #mtb #vancouverisland",30,6,23,2024-07-10,8:04,https://www.instagram.com/reel/C9PxnX9s2M2/,reel,4083,3094,295,5,0,7,43,307,0.0992,0.0992,0.0023,0.0016,38.53214286,11.36285714,2,0,2,1,1,Wednesday
381,Event Content,939,"@odigrips claims victory as @ste_racing_ rider @callumnorton118 finishes @officialhattahdesertrace as the Senior outright winner! 👏🏼🏆
 
 Callum Norton:
 “It was a massive day and I’m stuffed! The boys pushed hard all day. I had a little drama early on and dropped a few places, but I thought, ‘this race is four hours long and you never know what can happen.’ I was really tired on the last lap and honestly thought I was still in second place until I got a pit-board saying P1, with about 10 minutes to go... I couldn’t believe it! It sucks to win when the guy ahead of you ran such a great race, you never want to win like that, but we’ve all had bad luck in racing, so I’ll take it. I’m stoked to get this first win – it’s been a long time coming.”
 
 Well done Callum & the whole crew who helped to get there! 🤝🏼
 
 📷 @94visuals 
 
 #ODI #odigrips #odimoto #odigripsaustralia #controlbreedsconfidence #hattahdesertrace #steracing",168,7,0,2024-07-09,18:37,https://www.instagram.com/p/C9OVf5oT7zE/,carousel,5743,3636,76,4,1,0,0,81,0.0223,0.0223,0.0000,0.0011,67.28313804,7.924055215,10,4,6,1,3,Tuesday
382,Athlete Content,377,"ODI CLEAN SWEEP at Les Gets 🇫🇷 with all four winners on our grips! 🤩 Congratulations to: 
 Elite Men: @amaurypierron4 @commencal_mucoff 
 Elite Women: @elefarinamtb @msintenseracing 
 Junior Men: @asavermette @frameworksracing 
 Junior Women: @heatherwilsonmtb @mucoff_youngguns 
 
 📷 @nathhughesphoto @sebastiansternemann 
 
 #odigrips #mtb #ucidh #dhmtb #winning #lesgets",50,6,0,2024-07-07,4:36,https://www.instagram.com/p/C9Hrqhws5oW/,image,8706,7782,119,3,5,1,1,128,0.0164,0.0164,0.0001,0.0004,-13.89428571,20.41428571,6,0,6,0,0,Sunday
383,Event Content,781,"@zoidphotos always out there creepin’ on us at @foxraceway 😂😂😂
 
 @munnracing 
 @webigmoto 
 @odigrips 
 @odi_moto 
 @viral_brand 
 @rynopower 
 @mxlocker 
 @slackerusa 
 
 My bike setup:
 
 •MUNN Racing Husqvarna FC350
 •ENZO Racing spring conversion forks with Kashima/DLC coatings. Kashima coated shock with prototype, floating piston reservoir
 •TWISTED DEVELOPMENT Vortex ECU
 •FMF exhaust
 •ODI RC4 Podium Flight bars 
 •EMIG PRO V2 lock on grips
 •ASV F4 levers 
 •EMIG Racing custom triple clamps w Cerakote
 •THROTTLE SYNDICATE graphics/seat cover
 •ACERBIS plastics plus frame guards & skid plate
 •DUBYA wheelsets with Haan Hubs/Excel Rims
 •PIRELLI Soft front/Mid-soft rear
 •DIRT TRICKS Chromatic sprockets with Regina chain
 •DT1 filters by MXFS, MX Filter Service",117,0,6,2024-07-04,8:53,https://www.instagram.com/reel/C9AXxESpvpb/,reel,23079,13399,995,15,14,0,0,1024,0.0764,0.0764,0.0000,0.0011,-1.27,27.1,3,5,-2,0,0,Thursday
384,Athlete Content,57,"Day One @eurobike_show 🇩🇪
 
 #odigrips #grips #eurobike",8,3,29,2024-07-03,5:44,https://www.instagram.com/reel/C89gHjoMYok/,reel,2928,2175,144,3,4,1,0,152,0.0699,0.0699,0.0005,0.0014,6.358571429,14.11142857,0,0,0,0,0,Wednesday
386,Athlete Content,190,"@jc53_jack_carrigg stoked on the EMIG 2.0 V2 lock-on grips!
 
 1/3 waffle
 Medium/soft compound
 9 amazing colorways to choose from…
 
 @odigrips 
 @odi_moto 
 #NoGripNoGlory
 #BestGripsEver",27,2,21,2024-07-02,20:48,https://www.instagram.com/reel/C88idvZtDon/,reel,25384,17574,630,6,8,0,0,644,0.0366,0.0366,0.0000,0.0003,34.20153846,11.71846154,2,0,2,0,0,Tuesday
385,Athlete Content,178,"Booth built up and looking fantastic! Ready for @eurobike_show to kick off in the morning. Come and see us Hall 11 Stand D22
 
 #eurobike #mtb #odigrips #bike #frankfurt #germany",30,6,0,2024-07-02,3:48,https://www.instagram.com/p/C86uNCXMhkC/,image,5469,4219,391,3,8,3,1,405,0.0960,0.0960,0.0007,0.0007,59.91298851,7.304137931,2,0,2,0,0,Tuesday
